task_id,arrival_time,task_type,cpu_demand,gpu_demand,memory_demand,bandwidth_demand,token_amount,deadline,priority,migratable,migration_cost_weight,migration_delay_penalty
j562816,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j568245,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j571568,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j571568,0,delay_sensitive,1.065,0.0,8.2,0.5,0.0,1,3,False,1.0,0.0
j571568,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j576081,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j579614,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j579614,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j580796,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j580855,0,delay_tolerant,0.5867,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j583371,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j583402,0,delay_tolerant,1.3383,0.0,10.0667,0.5,0.0,3,2,False,1.0,0.0
j5856,0,delay_tolerant,1.4067,0.0,10.5333,0.5,0.0,3,2,True,1.0,0.05
j5869,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j5869,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j592953,0,token_batch,1.475,0.5723,11.0,0.5,4069.972,4,1,False,1.0,0.0
j600349,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j601568,0,delay_tolerant,0.655,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j613886,0,delay_sensitive,2.5,0.0,18.0,0.5,0.0,1,3,False,1.0,0.0
j613886,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j625280,0,delay_tolerant,1.3383,0.0,10.0667,0.5,0.0,3,2,True,1.0,0.0293
j62803,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j62803,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j62999,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j62999,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j630586,0,delay_tolerant,0.5867,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j63216,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j635701,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j643701,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j643701,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j643701,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j646308,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j647487,0,delay_sensitive,1.065,0.0,8.2,0.5,0.0,1,3,False,1.0,0.0
j647487,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j647487,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j647487,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j649904,0,delay_tolerant,1.1333,0.0,8.6667,0.5,0.0,3,2,False,1.0,0.0
j649904,0,delay_tolerant,0.9283,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j650514,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j650514,0,delay_sensitive,0.655,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j652826,0,delay_sensitive,0.655,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j656084,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j673569,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j682801,0,token_batch,1.475,0.8503,11.0,0.5,3911.441,4,1,True,1.0,0.05
j692454,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j692454,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j694030,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j699288,0,token_batch,1.475,0.9948,11.0,0.5,4564.37,4,1,True,1.0,0.05
j699288,0,token_batch,1.475,1.48,11.0,0.5,4142.556,4,1,False,1.0,0.0
j700313,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j701175,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j708704,0,token_batch,1.475,0.875,11.0,0.5,4257.439,4,1,True,1.0,0.1797
j709587,0,delay_sensitive,1.4067,0.0,10.5333,0.5,0.0,1,3,False,1.0,0.0
j709587,0,delay_sensitive,2.5,0.0,18.0,0.5,0.0,1,3,False,1.0,0.0
j710367,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j713376,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j716526,0,delay_tolerant,1.3383,0.0,10.0667,0.5,0.0,3,2,True,1.0,0.038
j730555,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j734726,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j734726,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j740493,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j740637,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j753730,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j757923,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j765620,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j765724,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j7671,0,token_batch,1.475,0.9684,11.0,0.5,4335.662,4,1,True,1.0,0.05
j767277,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j772766,0,delay_tolerant,0.86,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.0356
j772766,0,token_batch,1.475,0.0,11.0,0.5,4104.796,4,1,True,1.0,0.1556
j774741,0,delay_sensitive,1.065,0.0,8.2,0.5,0.0,1,3,False,1.0,0.0
j774741,0,delay_sensitive,1.9533,0.0,14.2667,0.5,0.0,1,3,False,1.0,0.0
j774741,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j775051,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j777403,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j779367,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j779367,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j7794,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j780552,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j780552,0,delay_sensitive,0.655,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j785747,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j788929,0,token_batch,1.475,1.0242,11.0,0.5,4263.32,4,1,True,1.0,0.1759
